id,name,raw_affiliation,country_id,normalized_name
508," Department Of Neuroscience, School Of Medicine, Johns Hopkins University, Baltimore, Md 21205, Usa.","Department of Biochemistry and Molecular Biology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD 21205, USA; Department of Neuroscience, School of Medicine, Johns Hopkins University, Baltimore, MD 21205, USA.",,
509,"Department Of Biostatistics, Bloomberg School Of Public Health, Johns Hopkins University, Baltimore, Md 21205, Usa.","Department of Biostatistics, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD 21205, USA.",,
510,"Department Of Biophysics, Johns Hopkins University, Baltimore, Md 21218, Usa","Department of Biophysics, Johns Hopkins University, Baltimore, MD 21218, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Harvard Medical School, Boston, MA 02115, USA.",,
511," Program In Cellular And Molecular Medicine, Boston Children'S Hospital, Harvard Medical School, Boston, Ma 02115, Usa.","Department of Biophysics, Johns Hopkins University, Baltimore, MD 21218, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Harvard Medical School, Boston, MA 02115, USA.",,
512,"Department Of Stem Cell Biology And Regenerative Medicine, Keck School Of Medicine, University Of Southern California, Los Angeles, Ca, Usa.","Department of Stem Cell Biology and Regenerative Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA.",,
513," Department Of Neuroscience, School Of Medicine, Johns Hopkins University, Baltimore, Md 21205, Usa. Electronic Address: Jiouw@Jhmi.Edu.","Department of Biochemistry and Molecular Biology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD 21205, USA; Department of Neuroscience, School of Medicine, Johns Hopkins University, Baltimore, MD 21205, USA. Electronic address: jiouw@jhmi.edu.",,
514,"Department Of Pediatrics, Boston Children'S Hospital And Harvard Medical School, Boston, Ma, Usa.","Department of Pediatrics, Boston Children's Hospital and Harvard Medical School, Boston, MA, USA.",,
515,"Department Of Physiology And Cell Biology, University Of Nevada, Reno School Of Medicine, Nv, Usa.","Department of Physiology and Cell Biology, University of Nevada, Reno School of Medicine, NV, USA.",,
516,"Gastrointestinal Genetics Lab, Cic Biogune - Brta, Derio, Spain.","Gastrointestinal Genetics Lab, CIC bioGUNE - BRTA, Derio, Spain.",,
517,"Department Of Pediatrics, Boston Children'S Hospital And Harvard Medical School, Boston, Ma, Usa. Electronic Address: Meenakshi.Rao@Childrens.Harvard.Edu.","Department of Pediatrics, Boston Children's Hospital and Harvard Medical School, Boston, MA, USA. Electronic address: meenakshi.rao@childrens.harvard.edu.",,
518,"Interdisciplinary Institute For Neuroscience (Iins), Université De Bordeaux, Umr 5297 Cnrs, 33076 Bordeaux, France.","Interdisciplinary Institute for Neuroscience (IINS), Université de Bordeaux, UMR 5297 CNRS, 33076 Bordeaux, France.",,
519,"Department Of Functional Genomics, Center For Neurogenomics And Cognitive Research (Cncr), Vrije Universiteit Amsterdam, 1081 Hv Amsterdam, The Netherlands.","Department of Functional Genomics, Center for Neurogenomics and Cognitive Research (CNCR), Vrije Universiteit Amsterdam, 1081 HV Amsterdam, the Netherlands.",,
520,"Bordeaux Imaging Center (Bic), Université De Bordeaux, Ums 3420 Cnrs, Us 4 Inserm, 33076 Bordeaux, France.","Bordeaux Imaging Center (BIC), Université de Bordeaux, UMS 3420 CNRS, US 4 INSERM, 33076 Bordeaux, France.",,
521,"Department Of Cellular And Molecular Medicine, University Of Ottawa, Ottawa, On K1H 8M5, Canada.","Department of Cellular and Molecular Medicine, University of Ottawa, Ottawa, ON K1H 8M5, Canada.",,
522,"Interdisciplinary Institute For Neuroscience (Iins), Université De Bordeaux, Umr 5297 Cnrs, 33076 Bordeaux, France","Interdisciplinary Institute for Neuroscience (IINS), Université de Bordeaux, UMR 5297 CNRS, 33076 Bordeaux, France; Bordeaux Imaging Center (BIC), Université de Bordeaux, UMS 3420 CNRS, US 4 INSERM, 33076 Bordeaux, France. Electronic address: daniel.choquet@u-bordeaux.fr.",,
523," Bordeaux Imaging Center (Bic), Université De Bordeaux, Ums 3420 Cnrs, Us 4 Inserm, 33076 Bordeaux, France. Electronic Address: Daniel.Choquet@U-Bordeaux.Fr.","Interdisciplinary Institute for Neuroscience (IINS), Université de Bordeaux, UMR 5297 CNRS, 33076 Bordeaux, France; Bordeaux Imaging Center (BIC), Université de Bordeaux, UMS 3420 CNRS, US 4 INSERM, 33076 Bordeaux, France. Electronic address: daniel.choquet@u-bordeaux.fr.",,
524,"Laboratory Of Neuroepigenetics, Brain Mind Institute, School Of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland. Electronic Address: Gabriel.Berdugovega@Epfl.Ch.","Laboratory of Neuroepigenetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland. Electronic address: gabriel.berdugovega@epfl.ch.",,
525,"Laboratory Of Neuroepigenetics, Brain Mind Institute, School Of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland.","Laboratory of Neuroepigenetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland.",,
526,"Laboratory Of Neuroepigenetics, Brain Mind Institute, School Of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland","Laboratory of Neuroepigenetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland; Laboratory of Behavioral Genetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland.",,
527," Laboratory Of Behavioral Genetics, Brain Mind Institute, School Of Life Sciences, École Polytechnique Fédérale De Lausanne, 1015 Lausanne, Switzerland.","Laboratory of Neuroepigenetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland; Laboratory of Behavioral Genetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland.",,
528,"Laboratory Of Behavioral Genetics, Brain Mind Institute, School Of Life Sciences, École Polytechnique Fédérale De Lausanne, 1015 Lausanne, Switzerland","Laboratory of Behavioral Genetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland; Synapsy Center for Mental Health Research, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland.",,
529," Synapsy Center For Mental Health Research, School Of Life Sciences, École Polytechnique Fédérale De Lausanne, 1015 Lausanne, Switzerland.","Laboratory of Behavioral Genetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland; Synapsy Center for Mental Health Research, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland.",,
530," Synapsy Center For Mental Health Research, School Of Life Sciences, École Polytechnique Fédérale De Lausanne, 1015 Lausanne, Switzerland. Electronic Address: Johannes.Graeff@Epfl.Ch.","Laboratory of Neuroepigenetics, Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale Lausanne, 1015 Lausanne, Switzerland; Synapsy Center for Mental Health Research, School of Life Sciences, École Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland. Electronic address: johannes.graeff@epfl.ch.",,
531,"Neuroscience Institute, Department Of Neuroscience And Physiology, Nyu School Of Medicine, New York, Ny 10016, Usa.","Neuroscience Institute, Department of Neuroscience and Physiology, NYU School of Medicine, New York, NY 10016, USA.",,
532,"Neuroscience Research Center, National Key Laboratory For High Energy Pulsed Power, Key Laboratory Of Biomedical Information Engineering Of Ministry Of Education, School Of Life Science And Technology, Xi'An Jiaotong University, Xi'An 710049, China","Neuroscience Research Center, National Key Laboratory for High Energy Pulsed Power, Key Laboratory of Biomedical Information Engineering of Ministry of Education, School of Life Science and Technology, Xi'an Jiaotong University, Xi'an 710049, China; Key Laboratory of Medical Electrophysiology, Ministry of Education & Medical Electrophysiological Key Laboratory of Sichuan Province, Collaborative Innovation Center for Prevention of Cardiovascular Diseases, Institute of Cardiovascular Research, Department of Neurosurgery, The Affiliated Hospital, Southwest Medical University, Luzhou 646000, China.",,
533," Key Laboratory Of Medical Electrophysiology, Ministry Of Education & Medical Electrophysiological Key Laboratory Of Sichuan Province, Collaborative Innovation Center For Prevention Of Cardiovascular Diseases, Institute Of Cardiovascular Research, Department Of Neurosurgery, The Affiliated Hospital, Southwest Medical University, Luzhou 646000, China.","Neuroscience Research Center, National Key Laboratory for High Energy Pulsed Power, Key Laboratory of Biomedical Information Engineering of Ministry of Education, School of Life Science and Technology, Xi'an Jiaotong University, Xi'an 710049, China; Key Laboratory of Medical Electrophysiology, Ministry of Education & Medical Electrophysiological Key Laboratory of Sichuan Province, Collaborative Innovation Center for Prevention of Cardiovascular Diseases, Institute of Cardiovascular Research, Department of Neurosurgery, The Affiliated Hospital, Southwest Medical University, Luzhou 646000, China.",,
534,"Neuroscience Research Center, National Key Laboratory For High Energy Pulsed Power, Key Laboratory Of Biomedical Information Engineering Of Ministry Of Education, School Of Life Science And Technology, Xi'An Jiaotong University, Xi'An 710049, China.","Neuroscience Research Center, National Key Laboratory for High Energy Pulsed Power, Key Laboratory of Biomedical Information Engineering of Ministry of Education, School of Life Science and Technology, Xi'an Jiaotong University, Xi'an 710049, China.",,
535,"Lfc Laboratory And Chongqing Institute For Brain And Intelligence, Guangyang Bay Laboratory, Chongqing 400064, China.","LFC Laboratory and Chongqing Institute for Brain and Intelligence, Guangyang Bay Laboratory, Chongqing 400064, China.",,
536,"Key Laboratory Of Medical Electrophysiology, Ministry Of Education & Medical Electrophysiological Key Laboratory Of Sichuan Province, Collaborative Innovation Center For Prevention Of Cardiovascular Diseases, Institute Of Cardiovascular Research, Department Of Neurosurgery, The Affiliated Hospital, Southwest Medical University, Luzhou 646000, China.","Key Laboratory of Medical Electrophysiology, Ministry of Education & Medical Electrophysiological Key Laboratory of Sichuan Province, Collaborative Innovation Center for Prevention of Cardiovascular Diseases, Institute of Cardiovascular Research, Department of Neurosurgery, The Affiliated Hospital, Southwest Medical University, Luzhou 646000, China.",,
537,"The Solomon H. Snyder Department Of Neuroscience, Johns Hopkins University School Of Medicine, Baltimore, Md 21205, Usa.","The Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.",,
538," Department Of Acupuncture, Massage, And Rehabilitation, Shaanxi Provincial Hospital Of Chinese Medicine, Xi'An 710003, China.","Neuroscience Research Center, National Key Laboratory for High Energy Pulsed Power, Key Laboratory of Biomedical Information Engineering of Ministry of Education, School of Life Science and Technology, Xi'an Jiaotong University, Xi'an 710049, China; Department of Acupuncture, Massage, and Rehabilitation, Shaanxi Provincial Hospital of Chinese Medicine, Xi'an 710003, China.",,
539," School Of Physical Education, Taishan University, Tai'An 271000, China.","Neuroscience Research Center, National Key Laboratory for High Energy Pulsed Power, Key Laboratory of Biomedical Information Engineering of Ministry of Education, School of Life Science and Technology, Xi'an Jiaotong University, Xi'an 710049, China; School of Physical Education, Taishan University, Tai'an 271000, China.",,
540,"The First Affiliated Hospital, Xi'An Jiaotong University, Xi'An 710049, China.","The First Affiliated Hospital, Xi'an Jiaotong University, Xi'an 710049, China.",,
541,"Department Of Neurobiology And Department Of Psychiatry Of The Second Affiliated Hospital And School Of Brain Science And Brain Medicine, Zhejiang University School Of Medicine, Hangzhou 310058, China.","Department of Neurobiology and Department of Psychiatry of the Second Affiliated Hospital and School of Brain Science and Brain Medicine, Zhejiang University School of Medicine, Hangzhou 310058, China.",,
542,"Neuroscience Research Center, National Key Laboratory For High Energy Pulsed Power, Key Laboratory Of Biomedical Information Engineering Of Ministry Of Education, School Of Life Science And Technology, Xi'An Jiaotong University, Xi'An 710049, China. Electronic Address: Hwliu@Xjtu.Edu.Cn.","Neuroscience Research Center, National Key Laboratory for High Energy Pulsed Power, Key Laboratory of Biomedical Information Engineering of Ministry of Education, School of Life Science and Technology, Xi'an Jiaotong University, Xi'an 710049, China. Electronic address: hwliu@xjtu.edu.cn.",,
543,"Department Of Neurology And Department Of Functional Neurosurgery, Xuanwu Hospital Of Capital Medical University, Beijing 100053, China. Electronic Address: Jinghongma@163.Com.","Department of Neurology and Department of Functional Neurosurgery, Xuanwu Hospital of Capital Medical University, Beijing 100053, China. Electronic address: jinghongma@163.com.",,
544,"Department Of Neurology And Department Of Functional Neurosurgery, Xuanwu Hospital Of Capital Medical University, Beijing 100053, China. Electronic Address: Yuqzhang@Vip.163.Com.","Department of Neurology and Department of Functional Neurosurgery, Xuanwu Hospital of Capital Medical University, Beijing 100053, China. Electronic address: yuqzhang@vip.163.com.",,
